Timestamp,X_ACR_Mot.PV,X_ACR_Mot.SV,X_ACR_Mot.TV,X_ACR_Pmp.PV,X_ACR_Pmp.SV,X_ACR_Pmp.TV,X_Temp.SV,X_Pres.SV,Barometer,Temperature,segment_id
2024-10-30 08:15:00,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:01,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:02,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:03,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:04,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:05,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:06,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:07,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:08,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:09,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:10,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:11,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:12,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.01952171,B_Day3_seg1
2024-10-30 08:15:13,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
2024-10-30 08:15:14,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
2024-10-30 08:15:15,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
2024-10-30 08:15:16,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
2024-10-30 08:15:17,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
2024-10-30 08:15:18,0.000844859,0.506138146,17.71875,0.001126262,0.443780959,17.609375,18.99737549,0.45982486,1022.484903,19.00797462,B_Day3_seg1
