Timestamp,X_ACR_Mot.PV,X_ACR_Mot.SV,X_ACR_Mot.TV,X_ACR_Pmp.PV,X_ACR_Pmp.SV,X_ACR_Pmp.TV,X_Temp.SV,X_Pres.SV,Barometer,Temperature,segment_id
2024-10-30 10:30:00,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.88192749,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:01,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.88192749,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:02,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.88192749,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:03,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.88192749,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:04,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.88192749,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:05,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:06,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:07,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:08,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:09,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:10,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:11,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:12,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5015583,A_Day3_seg1
2024-10-30 10:30:13,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:14,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:15,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:16,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.733136237,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:17,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:18,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:19,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:20,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:21,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:22,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:23,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.667652,22.5630703,A_Day3_seg1
2024-10-30 10:30:24,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:25,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:26,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:27,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:28,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:29,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:30,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:31,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:32,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:33,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:34,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
2024-10-30 10:30:35,0.001333523,0.504344523,20.6015625,0.000870874,0.566808283,25.609375,20.91247559,0.740777612,1021.62611,22.5630703,A_Day3_seg1
