mean_err_MotPV,max_err_MotPV,kurtosis_err_MotPV,mean_err_MotSV,max_err_MotSV,kurtosis_err_MotSV,mean_err_MotTV,max_err_MotTV,kurtosis_err_MotTV,mean_err_PmpPV,max_err_PmpPV,kurtosis_err_PmpPV,mean_err_PmpSV,max_err_PmpSV,kurtosis_err_PmpSV,mean_err_PmpTV,max_err_PmpTV,kurtosis_err_PmpTV,mean_err_TempSV,max_err_TempSV,kurtosis_err_TempSV,mean_err_PresSV,max_err_PresSV,kurtosis_err_PresSV,label
1.6468828916549683,1.8657190799713135,12.154818534851074,7.205874443054199,7.695127487182617,9.190360069274902,0.0889543741941452,0.11685100197792053,-0.01847219467163086,0.16535575687885284,0.18975001573562622,10.76666259765625,0.2871531546115875,0.325070858001709,6.236532211303711,0.022854022681713104,0.16044819355010986,23.250446319580078,0.028773140162229538,0.1465727686882019,17.532020568847656,3.728816032409668,3.9965219497680664,20.34686851501465,0
0.2090766578912735,0.23388671875,11.761642456054688,0.06897445768117905,0.5752015113830566,24.052471160888672,0.06947675347328186,0.08437132835388184,4.082006931304932,0.41594427824020386,1.5506564378738403,20.01953887939453,0.046011749655008316,0.17905700206756592,4.596628189086914,0.05759549140930176,0.22851473093032837,28.18864631652832,0.12056518346071243,0.14141906797885895,3.932623863220215,0.023330487310886383,0.47812366485595703,27.225597381591797,0
0.11904752999544144,0.4697650074958801,20.074893951416016,0.026964901015162468,0.14417120814323425,11.877034187316895,0.046097300946712494,0.15552902221679688,2.709153175354004,0.10776584595441818,0.477843701839447,28.259031295776367,0.035501617938280106,0.09923627972602844,0.0027773380279541016,0.11134277284145355,0.2111513912677765,0.8315293788909912,0.05927874147891998,0.10346738994121552,0.1935563087463379,0.029239751398563385,0.13229703903198242,3.1339378356933594,0
0.09889785945415497,0.3977881073951721,5.008251190185547,0.3384474217891693,0.38786938786506653,12.353462219238281,0.14750951528549194,0.2537000775337219,-0.3603372573852539,0.6421450972557068,0.7784960269927979,-0.38562846183776855,0.20806480944156647,0.2696983814239502,1.557396411895752,0.11507894843816757,0.3616987466812134,13.735721588134766,0.05713910236954689,0.16009387373924255,0.07369542121887207,3.521868944168091,3.9655609130859375,22.957883834838867,0
0.04193076118826866,0.33241260051727295,17.59994125366211,0.133723646402359,0.790789008140564,19.123550415039062,0.08251138031482697,0.11644342541694641,1.4102778434753418,0.016246316954493523,0.2347177267074585,32.17368698120117,0.018660524860024452,0.06521773338317871,1.8915209770202637,0.026882296428084373,0.17874675989151,10.055299758911133,0.07945456355810165,0.14647728204727173,3.781342029571533,0.02006504125893116,0.2607334852218628,14.615943908691406,0
0.19600699841976166,0.2464115023612976,2.0104856491088867,0.34684044122695923,0.3914116621017456,11.264525413513184,0.29932379722595215,0.40635550022125244,0.021800994873046875,0.5601426959037781,0.6982431411743164,-0.07715559005737305,0.20955616235733032,0.3053104281425476,2.421391010284424,0.368991494178772,0.40355315804481506,15.747947692871094,0.17136156558990479,0.30708107352256775,-0.2095046043395996,3.701850175857544,4.141556739807129,22.578699111938477,0
0.03398564085364342,0.3645505905151367,10.635323524475098,0.01927122287452221,0.21176910400390625,19.515026092529297,0.019197549670934677,0.16769620776176453,15.75383186340332,0.01883504167199135,0.3317347764968872,30.993743896484375,0.03151639923453331,0.12525254487991333,1.1103014945983887,0.020688703283667564,0.28351184725761414,19.879356384277344,0.021381668746471405,0.2109186351299286,21.39789390563965,0.01583685725927353,0.08692161738872528,4.227086544036865,0
0.059105854481458664,0.32848840951919556,30.88652801513672,0.01962180621922016,0.3136346936225891,33.68033981323242,0.07042533159255981,0.10758920758962631,-0.7316079139709473,0.012309000827372074,0.2472274899482727,42.126007080078125,0.01597757264971733,0.09411001205444336,8.559372901916504,0.0809694454073906,0.11859402060508728,-0.4089682102203369,0.0535154826939106,0.08964511752128601,0.287733793258667,0.08266890794038773,0.37509000301361084,30.964923858642578,0
0.046584006398916245,0.4464256763458252,23.420042037963867,0.03518043830990791,0.09701147675514221,1.2419743537902832,0.038464080542325974,0.05017325282096863,-0.5792603492736816,0.039054788649082184,0.45687276124954224,31.339542388916016,0.02123495377600193,0.06565475463867188,0.8648734092712402,0.0560196153819561,0.35245582461357117,23.377490997314453,0.056569747626781464,0.07798664271831512,4.409853458404541,0.041659317910671234,0.21857841312885284,5.752255439758301,0
0.06584997475147247,0.47319716215133667,8.932663917541504,0.06937761604785919,0.3056647777557373,2.079268455505371,0.08031357079744339,0.09101678431034088,11.182069778442383,0.05566249415278435,0.4612879753112793,23.830753326416016,0.04559033364057541,0.13809800148010254,4.743099212646484,0.07979539781808853,0.09106975793838501,13.837770462036133,0.06119343638420105,0.13008153438568115,8.819838523864746,0.04481811821460724,0.3954899311065674,15.773204803466797,0
1.6379917860031128,1.8707265853881836,13.819826126098633,7.239270210266113,7.704880237579346,9.783834457397461,0.07686508446931839,0.10165572166442871,3.1547794342041016,0.16357100009918213,0.18676269054412842,10.816533088684082,0.29030632972717285,0.32531338930130005,17.813732147216797,0.029826130717992783,0.17802715301513672,15.84422492980957,0.018054082989692688,0.14048761129379272,12.400755882263184,3.8413326740264893,4.206426620483398,1.0427947044372559,0
0.039054229855537415,0.28004229068756104,19.871253967285156,0.017494015395641327,0.15941715240478516,26.683916091918945,0.10830750316381454,0.11850637197494507,15.787769317626953,0.058845166116952896,0.36617422103881836,28.910396575927734,0.05470452830195427,0.12579834461212158,0.49552321434020996,0.0917525589466095,0.16175305843353271,0.47263288497924805,0.02658173069357872,0.16662997007369995,15.843780517578125,0.035873446613550186,0.37802815437316895,26.16326904296875,0
0.07208338379859924,0.4087885022163391,18.95182228088379,0.020699840039014816,0.13773128390312195,9.092911720275879,0.08795883506536484,0.18887317180633545,2.6172595024108887,0.17721767723560333,0.23807215690612793,19.582277297973633,0.16515770554542542,0.216638445854187,2.0475573539733887,0.10898765921592712,0.20341451466083527,2.5633511543273926,0.10946235060691833,0.16043555736541748,0.24756956100463867,0.030989503487944603,0.1903337687253952,3.4880223274230957,0
0.20404548943042755,1.1338634490966797,4.908082962036133,0.8934065103530884,7.7954912185668945,5.104142189025879,0.20066606998443604,0.22587686777114868,1.6393136978149414,0.35910943150520325,2.75099515914917,5.065420150756836,0.9393975138664246,7.880489826202393,5.100165367126465,0.5483806133270264,0.5878992676734924,2.3511571884155273,0.14422547817230225,0.1751013845205307,3.02799654006958,0.5407230854034424,3.8257431983947754,5.093559265136719,0
0.08716675639152527,0.44658708572387695,19.248884201049805,0.03135117515921593,0.23267918825149536,26.228965759277344,0.11565927416086197,0.14009155333042145,4.551461696624756,0.030968042090535164,0.5825332403182983,32.33781433105469,0.041224416345357895,0.11710214614868164,2.5550432205200195,0.07029598206281662,0.10621801018714905,2.2599434852600098,0.12652528285980225,0.15393400192260742,4.896103858947754,0.0798649862408638,0.33244788646698,29.008766174316406,0
0.194324791431427,0.4468761086463928,3.412583351135254,0.05644788593053818,0.15792793035507202,3.8704166412353516,0.27421170473098755,0.3712475597858429,8.555869102478027,0.4166446328163147,0.7074615955352783,2.3692712783813477,0.035484641790390015,0.22202754020690918,11.6000337600708,0.058570776134729385,0.16218030452728271,1.955909252166748,0.14763101935386658,0.3280983567237854,19.01529884338379,0.06322924792766571,0.3205394148826599,23.795166015625,0
0.06604734063148499,0.13773280382156372,-1.3734937906265259,0.019673725590109825,0.1681140959262848,25.62995719909668,0.031387656927108765,0.07754122465848923,10.267980575561523,0.143757626414299,0.32091987133026123,-0.7672727108001709,0.03648185357451439,0.11621713638305664,0.7680172920227051,0.03568369895219803,0.1912854015827179,25.10991859436035,0.03943663090467453,0.05572867393493652,-1.0713319778442383,0.02622973918914795,0.13759145140647888,6.779577255249023,0
0.0337512269616127,0.36142832040786743,10.448237419128418,0.019570548087358475,0.24974247813224792,22.635164260864258,0.020121192559599876,0.1654784083366394,14.109210968017578,0.017380570992827415,0.3298652768135071,30.649093627929688,0.030356379225850105,0.1365431547164917,1.837599277496338,0.019389482215046883,0.28670671582221985,20.089082717895508,0.018595661967992783,0.2200411856174469,21.85552215576172,0.021103499457240105,0.08252687007188797,4.504011631011963,0
0.1190580204129219,0.4674145579338074,18.449920654296875,0.023884747177362442,0.14933085441589355,13.126548767089844,0.04650343582034111,0.15647479891777039,2.892406940460205,0.10799325257539749,0.4745039939880371,29.157489776611328,0.03356654942035675,0.09615498781204224,0.7900927066802979,0.11031500995159149,0.20782142877578735,0.8415811061859131,0.05892755836248398,0.10204052925109863,-0.29622364044189453,0.028705179691314697,0.13257209956645966,3.188143730163574,0
0.03316483274102211,0.36051440238952637,11.16057014465332,0.02184288576245308,0.2109556794166565,15.622884750366211,0.01747392676770687,0.16756030917167664,16.181255340576172,0.01741528883576393,0.3279358744621277,32.850303649902344,0.031382106244564056,0.12499761581420898,0.4904146194458008,0.01888786256313324,0.28909435868263245,19.747547149658203,0.029510002583265305,0.20694178342819214,26.03013038635254,0.02143266424536705,0.07528875768184662,0.5048966407775879,0
0.04924832656979561,0.7386948466300964,14.431072235107422,0.018487021327018738,0.15808311104774475,21.536203384399414,0.02814534492790699,0.39791056513786316,12.935531616210938,0.017115488648414612,0.29101139307022095,33.83062744140625,0.01715228520333767,0.08715039491653442,5.496614456176758,0.013151204213500023,0.12901011109352112,16.703889846801758,0.09904903173446655,0.4080803394317627,14.912254333496094,0.013591540977358818,0.06862614303827286,1.8924036026000977,0
